,debtor_zip,debtor_rt,debtor_rw,debtor_birth_place,debtor_age,debtor_occupation,debtor_marital_status,debtor_gender,debtor_education_level,employment_type,number_of_dependents,net_income,payment_date,loan_amount,tenor,amount_of_late,late_payment_amount,credit_score,arrears_amounts,aset,aging,credit_risk,loss_reverse
4863,42635,5,1,"Bali, 08-03-1990",33,Profesional,Cerai mati,laki-laki,SMP,Not-employed,1,200000,1,20666667,1,127,7,80,2,4000000,Diragukan,Tidak tertagih dengan resiko tinggi,10333333
4864,58579,20,16,"Sulawesi Utara, 25-08-1965",58,Buruh,Menikah,perempuan,D3,Retired,4,10500000,7,59333333,11,43,3,307,1,9000000,DPK,Tertagih dengan resiko rendah,14833333
4865,63040,11,2,"Sumatera Utara, 21-01-1993",30,Pegawai Negeri,Belum menikah,perempuan,S1,Retired,2,18000000,5,63833333,4,55,4,199,1,5500000,DPK,Tertagih dengan resiko rendah,15958333
4866,37765,20,5,"Nusa Tenggara Timur, 29-09-1969",54,Pegawai Negeri,Cerai mati,perempuan,D3,Retired,5,15500000,5,63833333,11,120,7,115,1,7500000,Kurang lancar,Tertagih dengan resiko rendah,15958333
4867,99721,9,12,"Jawa Barat, 24-12-1960",63,Pengusaha,Menikah,perempuan,D3,Retired,4,10500000,9,58000000,17,76,4,312,2,14500000,DPK,Tertagih dengan resiko tinggi,29000000
4868,83980,16,11,"Maluku Utara, 26-08-1965",58,Pegawai Swasta,Belum menikah,perempuan,D1,Retired,4,10500000,3,66333333,5,7,1,346,0,16000000,DPK,Tertagih dengan resiko rendah,0
4869,85999,9,15,"Sulawesi Barat, 07-08-1985",38,Pegawai Swasta,Cerai mati,laki-laki,D3,Retired,4,18500000,6,69333333,4,106,8,234,2,6500000,Kurang lancar,Tertagih dengan resiko tinggi,34666667
4870,94289,16,17,"Jawa Tengah, 20-08-1981",42,Pegawai Negeri,Cerai hidup,laki-laki,S1,Retired,4,13000000,6,61166667,10,39,2,326,1,9000000,DPK,Tertagih dengan resiko rendah,15291667
4871,4008,4,4,"Kepulauan Riau, 12-04-1993",30,Pengusaha,Menikah,laki-laki,SD,Not-employed,5,200000,8,22333333,2,159,8,12,2,16500000,Diragukan,Tidak tertagih dengan resiko tinggi,11166667
4872,99571,13,19,"Papua Barat, 07-05-1977",46,Pegawai Negeri,Cerai mati,perempuan,D1,Retired,5,15500000,1,52500000,1,186,9,197,6,5500000,Macet,Tertagih dengan resiko tinggi,78750000
4873,86660,2,3,"Aceh, 27-05-1982",41,Buruh,Cerai hidup,perempuan,D2,Retired,3,15500000,9,64833333,8,96,7,113,2,9500000,Kurang lancar,Tertagih dengan resiko tinggi,32416667
4874,11301,9,9,"Sulawesi Selatan, 08-11-1993",30,Profesional,Cerai hidup,perempuan,D1,Full-time,3,17500000,6,79833333,17,60,3,444,1,14000000,DPK,Tertagih dengan resiko rendah,19958333
4875,6687,1,18,"Sulawesi Utara, 12-09-1985",38,Buruh,Menikah,perempuan,D3,Retired,4,10500000,8,55666667,11,18,2,225,0,8500000,DPK,Tertagih dengan resiko rendah,0
4876,20354,4,3,"Sumatera Selatan, 13-01-1962",61,Pengusaha,Menikah,laki-laki,D3,Full-time,5,22500000,2,57000000,12,115,9,208,1,15000000,Kurang lancar,Tertagih dengan resiko rendah,14250000
4877,81546,3,11,"Sulawesi Tengah, 09-01-1975",48,Pegawai Negeri,Belum menikah,laki-laki,D3,Retired,3,15500000,5,78666667,9,78,5,149,2,13500000,DPK,Tertagih dengan resiko tinggi,39333333
4878,53398,10,9,"Jawa Tengah, 20-07-1989",34,Profesional,Menikah,perempuan,D3,Retired,3,10500000,8,59666667,14,26,2,376,1,16000000,DPK,Tertagih dengan resiko rendah,14916667
4879,81180,9,4,"DI Yogyakarta, 15-02-1987",36,Pegawai Negeri,Menikah,perempuan,D2,Full-time,4,17500000,6,73833333,13,138,9,136,2,4000000,Diragukan,Tertagih dengan resiko tinggi,36916667
4880,79159,10,2,"Banten, 25-01-1960",63,Buruh,Belum menikah,perempuan,S2,Full-time,2,21000000,2,63333333,16,102,4,414,2,19000000,Kurang lancar,Tertagih dengan resiko tinggi,31666667
4881,51212,12,16,"Sumatera Utara, 20-02-1987",36,Pegawai Negeri,Menikah,laki-laki,S1,Self-employed,2,29000000,3,134000000,24,30,1,512,1,16500000,DPK,Tidak tertagih dengan resiko rendah,33500000
4882,5141,14,16,"Papua, 17-10-1963",60,Pegawai Negeri,Cerai hidup,perempuan,D2,Retired,4,18500000,6,70000000,10,84,6,235,1,4000000,DPK,Tertagih dengan resiko rendah,17500000
4883,30944,14,17,"Sulawesi Selatan, 05-09-1983",40,Profesional,Cerai mati,perempuan,S1,Retired,2,26000000,1,139500000,30,17,1,488,1,4000000,DPK,Tidak tertagih dengan resiko rendah,34875000
4884,73866,7,18,"Aceh, 24-09-1980",43,Pegawai Negeri,Menikah,laki-laki,D1,Full-time,3,17500000,9,68666667,7,136,7,285,2,12000000,Diragukan,Tertagih dengan resiko tinggi,34333333
4885,59228,8,19,"DI Yogyakarta, 29-06-1991",32,Pegawai Negeri,Belum menikah,perempuan,S1,Retired,3,18000000,3,66666667,12,166,9,282,3,7000000,Diragukan,Tertagih dengan resiko tinggi,50000000
4886,33351,14,1,"Jambi, 27-09-1999",24,Pengusaha,Belum menikah,laki-laki,S1,Full-time,4,19000000,5,81333333,11,117,5,238,1,15500000,Kurang lancar,Tertagih dengan resiko tinggi,20333333
4887,55925,20,12,"Sulawesi Tenggara, 05-10-1991",32,Buruh,Cerai mati,perempuan,D3,Retired,3,10500000,8,56833333,16,20,1,328,1,4500000,DPK,Tertagih dengan resiko rendah,14208333
4888,7184,12,5,"Lampung, 06-11-1972",51,Pengusaha,Belum menikah,perempuan,SMA,Contract,1,10700000,1,59833333,10,17,1,391,1,7500000,DPK,Tertagih dengan resiko rendah,14958333
4889,82521,10,1,"Riau, 30-10-1976",47,Pengusaha,Cerai hidup,perempuan,SMA,Contract,1,13700000,8,57333333,13,4,1,313,0,5500000,DPK,Tertagih dengan resiko rendah,0
4890,68002,12,13,"Papua, 06-05-1984",39,Pegawai Swasta,Cerai mati,laki-laki,D1,Contract,0,10500000,9,54500000,9,73,4,325,2,4000000,DPK,Tertagih dengan resiko tinggi,27250000
4891,72202,14,13,"Maluku Utara, 10-05-1965",58,Pengusaha,Cerai mati,perempuan,S1,Retired,2,13000000,8,65666667,5,73,4,443,1,8500000,DPK,Tertagih dengan resiko rendah,16416667
4892,85723,1,2,"Kepulauan Bangka Belitung, 12-02-2000",23,Profesional,Cerai mati,perempuan,S2,Retired,2,18000000,4,58500000,23,84,6,520,1,7500000,DPK,Tertagih dengan resiko rendah,14625000
4893,13385,20,7,"Papua Barat, 26-10-1972",51,Pengusaha,Cerai hidup,laki-laki,S1,Retired,4,13000000,8,62166667,16,9,1,488,0,10000000,DPK,Tertagih dengan resiko rendah,0
4894,89521,7,14,"Aceh, 22-09-1988",35,Pengusaha,Cerai mati,perempuan,SMP,Internship,2,200000,3,24000000,1,176,10,42,4,9500000,Diragukan,Tidak tertagih dengan resiko tinggi,24000000
4895,44200,12,10,"Sulawesi Tenggara, 23-04-1971",52,Pegawai Negeri,Cerai mati,perempuan,D3,Retired,3,10500000,3,56333333,11,65,4,264,1,4000000,DPK,Tertagih dengan resiko rendah,14083333
4896,20553,20,18,"Banten, 10-02-1981",42,Pegawai Negeri,Cerai hidup,perempuan,D1,Full-time,4,21500000,7,50166667,19,45,2,384,1,4000000,DPK,Tertagih dengan resiko rendah,12541667
4897,68503,3,10,"Kalimantan Selatan, 25-10-1997",26,Buruh,Cerai mati,perempuan,S1,Retired,4,13000000,7,62833333,3,38,3,311,1,4500000,DPK,Tertagih dengan resiko rendah,15708333
4898,15516,13,18,"Kalimantan Barat, 23-10-1963",60,Pegawai Swasta,Cerai mati,perempuan,S3,Full-time,2,26000000,6,139833333,33,38,2,637,1,38500000,DPK,Tidak tertagih dengan resiko rendah,34958333
4899,32821,18,16,"Sumatera Selatan, 04-12-1963",60,Pengusaha,Belum menikah,laki-laki,S2,Retired,2,13000000,7,59000000,4,51,3,421,1,11500000,DPK,Tertagih dengan resiko rendah,14750000
4900,5946,2,16,"Kalimantan Timur, 23-07-1969",54,Profesional,Cerai hidup,perempuan,S2,Retired,2,13000000,6,60333333,17,33,2,418,1,6500000,DPK,Tertagih dengan resiko rendah,15083333
4901,39806,13,16,"Bali, 25-09-1984",39,Pegawai Negeri,Cerai mati,laki-laki,S2,Retired,2,21000000,4,63166667,23,55,2,568,1,7500000,DPK,Tertagih dengan resiko rendah,15791667
4902,37193,18,14,"Sulawesi Utara, 17-04-1962",61,Pegawai Swasta,Belum menikah,perempuan,D3,Full-time,3,17500000,3,68166667,17,11,3,486,0,4500000,DPK,Tertagih dengan resiko rendah,0
4903,31719,2,5,"Sumatera Selatan, 29-12-1998",25,Pegawai Negeri,Belum menikah,laki-laki,S1,Retired,3,13000000,7,68166667,10,70,7,435,2,5000000,DPK,Tertagih dengan resiko tinggi,34083333
4904,9769,16,8,"Banten, 23-11-1977",46,Pegawai Swasta,Menikah,perempuan,D3,Retired,3,10500000,2,61833333,2,68,4,390,1,8000000,DPK,Tertagih dengan resiko rendah,15458333
4905,25954,5,20,"Sulawesi Selatan, 16-08-1994",29,Pegawai Negeri,Menikah,laki-laki,D2,Retired,3,10500000,4,65666667,2,29,3,343,1,9000000,DPK,Tertagih dengan resiko rendah,16416667
4906,78328,17,1,"Jawa Tengah, 14-05-1976",47,Buruh,Belum menikah,perempuan,S1,Retired,2,18000000,9,58666667,1,123,9,285,3,6000000,Diragukan,Tertagih dengan resiko tinggi,44000000
4907,61423,7,4,"DKI Jakarta, 03-06-1998",25,Pegawai Negeri,Cerai mati,perempuan,D2,Full-time,5,22500000,6,56666667,15,0,0,404,0,12500000,Lancar,Tertagih dengan resiko rendah,0
4908,36581,5,1,"Kalimantan Utara, 02-10-1991",32,Profesional,Cerai hidup,perempuan,D3,Retired,4,18500000,3,38833333,9,86,5,211,2,10000000,DPK,Tertagih dengan resiko rendah,19416667
4909,71963,14,9,"Sulawesi Barat, 05-09-1984",39,Buruh,Menikah,perempuan,SD,Not-employed,6,2600000,2,21666667,2,138,10,2,2,13000000,Diragukan,Tidak tertagih dengan resiko tinggi,10833333
4910,48545,2,16,"Nusa Tenggara Timur, 01-06-1971",52,Profesional,Cerai mati,perempuan,S2,Full-time,4,19000000,5,69500000,13,117,8,109,3,11500000,Kurang lancar,Tertagih dengan resiko tinggi,52125000
4911,67385,13,7,"Lampung, 09-12-1978",45,Profesional,Cerai hidup,perempuan,D2,Retired,4,10500000,5,59666667,4,41,7,370,0,6500000,DPK,Tertagih dengan resiko rendah,0
4912,67575,10,12,"Bali, 16-07-1985",38,Pegawai Negeri,Belum menikah,perempuan,SMA,Contract,1,11700000,3,55500000,9,124,7,368,2,6500000,Diragukan,Tertagih dengan resiko tinggi,27750000
4913,83227,13,12,"Aceh, 27-01-1972",51,Buruh,Belum menikah,perempuan,D3,Retired,3,12500000,4,61000000,10,0,0,347,0,13500000,Lancar,Tertagih dengan resiko rendah,0
4914,64214,10,18,"DKI Jakarta, 30-01-1964",59,Buruh,Cerai mati,laki-laki,S1,Retired,2,18000000,8,63833333,12,93,6,227,1,9000000,Kurang lancar,Tertagih dengan resiko rendah,15958333
4915,26457,11,18,"Sulawesi Barat, 30-03-1998",25,Pegawai Negeri,Menikah,laki-laki,S1,Full-time,4,27000000,6,140000000,1,200,10,357,3,4000000,Macet,Tidak tertagih dengan resiko rendah,105000000
4916,32004,16,8,"Jambi, 01-10-1968",55,Buruh,Cerai mati,laki-laki,D2,Retired,4,18500000,2,59500000,14,145,8,197,2,9500000,Diragukan,Tertagih dengan resiko tinggi,29750000
4917,86781,18,20,"Maluku, 14-03-1997",26,Pegawai Swasta,Belum menikah,laki-laki,D1,Contract,5,5500000,6,58833333,17,38,2,301,1,5000000,DPK,Tertagih dengan resiko rendah,14708333
4918,24465,17,15,"DKI Jakarta, 01-04-1968",55,Pengusaha,Menikah,laki-laki,SMA,Contract,1,12700000,7,61333333,10,20,1,340,1,4000000,DPK,Tertagih dengan resiko rendah,15333333
4919,64890,8,18,"Aceh, 07-04-1996",27,Pengusaha,Belum menikah,perempuan,D1,Retired,3,15500000,7,53833333,11,175,11,219,3,18500000,Diragukan,Tertagih dengan resiko tinggi,40375000
4920,86376,16,16,"Jambi, 07-09-1960",63,Pegawai Negeri,Menikah,laki-laki,D1,Retired,3,15500000,3,76833333,20,42,5,584,0,4500000,DPK,Tertagih dengan resiko rendah,0
4921,46222,8,19,"Kalimantan Utara, 15-03-1964",59,Pegawai Negeri,Cerai hidup,perempuan,S1,Retired,4,13000000,3,59833333,10,27,1,454,1,3500000,DPK,Tertagih dengan resiko rendah,14958333
4922,56754,6,13,"DKI Jakarta, 28-06-1977",46,Pegawai Negeri,Cerai mati,perempuan,S1,Full-time,4,24000000,5,67166667,12,111,7,147,2,4500000,Kurang lancar,Tertagih dengan resiko tinggi,33583333
4923,65529,3,18,"Kalimantan Barat, 21-01-1967",56,Pegawai Swasta,Cerai hidup,laki-laki,D1,Retired,3,10500000,8,58333333,1,23,3,273,0,14500000,DPK,Tertagih dengan resiko rendah,0
4924,7039,7,13,"Jawa Timur, 07-12-1977",46,Profesional,Cerai mati,perempuan,SMA,Not-employed,1,4700000,6,21500000,1,133,7,21,2,4500000,Diragukan,Tidak tertagih dengan resiko tinggi,10750000
4925,10999,10,4,"Nusa Tenggara Timur, 17-02-1976",47,Pegawai Negeri,Cerai mati,perempuan,D3,Full-time,5,22500000,9,66833333,14,78,6,247,2,10000000,DPK,Tertagih dengan resiko tinggi,33416667
4926,32348,17,17,"Sulawesi Selatan, 19-10-1967",56,Profesional,Menikah,perempuan,SMA,Contract,1,5700000,1,56166667,3,54,3,232,1,9000000,DPK,Tertagih dengan resiko rendah,14041667
4927,24983,12,19,"Riau, 17-01-1987",36,Pegawai Swasta,Cerai mati,laki-laki,D2,Full-time,4,23500000,3,70666667,12,160,8,202,2,7500000,Diragukan,Tertagih dengan resiko tinggi,35333333
4928,29930,5,14,"Sulawesi Selatan, 22-02-1987",36,Profesional,Cerai hidup,laki-laki,D1,Retired,3,17500000,6,59333333,10,115,6,115,2,15000000,Kurang lancar,Tertagih dengan resiko tinggi,29666667
4929,14181,9,7,"Jawa Barat, 16-10-1974",49,Profesional,Menikah,perempuan,S1,Retired,2,18000000,7,46333333,17,23,2,403,1,11500000,DPK,Tertagih dengan resiko rendah,11583333
4930,5377,18,20,"Kalimantan Selatan, 18-11-1976",47,Pegawai Negeri,Cerai mati,laki-laki,S1,Retired,3,13000000,9,60500000,14,53,3,462,1,9000000,DPK,Tertagih dengan resiko rendah,15125000
4931,62591,8,20,"Aceh, 15-09-1963",60,Pegawai Negeri,Menikah,laki-laki,D3,Retired,5,10500000,3,64833333,7,71,3,351,1,7500000,DPK,Tertagih dengan resiko rendah,16208333
4932,96068,16,10,"Jawa Tengah, 15-11-1990",33,Pegawai Swasta,Belum menikah,perempuan,S1,Retired,2,13000000,4,60333333,19,24,2,392,0,9000000,DPK,Tertagih dengan resiko rendah,0
4933,36906,16,13,"Kalimantan Tengah, 30-04-1985",38,Buruh,Belum menikah,laki-laki,SMA,Contract,1,14700000,1,59166667,9,7,2,267,0,9500000,DPK,Tertagih dengan resiko rendah,0
4934,90301,2,1,"Banten, 03-01-1976",47,Buruh,Cerai hidup,laki-laki,S3,Full-time,3,19000000,8,64166667,25,55,2,601,1,8000000,DPK,Tertagih dengan resiko rendah,16041667
4935,93271,14,9,"Lampung, 19-04-1969",54,Pengusaha,Cerai hidup,perempuan,S1,Retired,3,13000000,8,59500000,10,59,3,346,1,7500000,DPK,Tertagih dengan resiko rendah,14875000
4936,44479,3,18,"Lampung, 31-03-1961",62,Pegawai Swasta,Cerai mati,perempuan,S3,Retired,3,13000000,8,57666667,8,5,2,449,0,6000000,DPK,Tertagih dengan resiko rendah,0
4937,42426,6,4,"Sulawesi Tengah, 14-04-1969",54,Pegawai Swasta,Belum menikah,laki-laki,D3,Full-time,3,22500000,1,63500000,8,193,10,264,3,12500000,Macet,Tertagih dengan resiko tinggi,47625000
4938,26481,6,9,"Papua Barat, 13-11-1991",32,Profesional,Menikah,laki-laki,D3,Retired,4,10500000,7,56833333,9,19,2,254,0,7500000,DPK,Tertagih dengan resiko rendah,0
4939,79429,5,4,"Jawa Timur, 30-08-1963",60,Pengusaha,Menikah,perempuan,SMA,Contract,3,13700000,5,67666667,9,13,2,329,0,5000000,DPK,Tertagih dengan resiko rendah,0
4940,78294,2,13,"Bengkulu, 13-03-1972",51,Buruh,Menikah,laki-laki,S1,Full-time,4,28000000,4,138500000,22,83,7,354,2,6000000,DPK,Tidak tertagih dengan resiko rendah,69250000
4941,93896,6,5,"Nusa Tenggara Timur, 28-03-1996",27,Buruh,Cerai mati,perempuan,D1,Retired,4,20500000,7,64000000,6,117,7,224,3,4500000,Kurang lancar,Tertagih dengan resiko tinggi,48000000
4942,7037,14,9,"Sulawesi Tengah, 17-09-1976",47,Profesional,Cerai mati,perempuan,S1,Full-time,3,19000000,3,81833333,20,27,2,495,1,10000000,DPK,Tertagih dengan resiko rendah,20458333
4943,68547,3,11,"Sumatera Utara, 06-10-1961",62,Buruh,Cerai hidup,laki-laki,S2,Retired,2,13000000,5,53000000,19,54,3,311,1,3000000,DPK,Tertagih dengan resiko rendah,13250000
4944,8528,8,4,"Sulawesi Tenggara, 28-04-1977",46,Pengusaha,Belum menikah,laki-laki,S2,Retired,4,18000000,3,75333333,9,184,11,196,3,9000000,Macet,Tertagih dengan resiko tinggi,56500000
4945,41321,10,18,"Jawa Barat, 09-03-1980",43,Pegawai Swasta,Cerai mati,laki-laki,D3,Retired,4,15500000,8,59666667,10,75,7,290,1,8000000,DPK,Tertagih dengan resiko rendah,14916667
4946,31243,7,16,"Jawa Barat, 26-09-1977",46,Pegawai Negeri,Cerai mati,laki-laki,D3,Retired,4,10500000,1,56666667,2,22,1,251,1,9500000,DPK,Tertagih dengan resiko rendah,14166667
4947,6333,1,16,"Maluku Utara, 12-09-1961",62,Buruh,Cerai hidup,laki-laki,S1,Full-time,4,19000000,1,54833333,5,130,7,232,2,16500000,Diragukan,Tertagih dengan resiko tinggi,27416667
4948,47415,16,1,"DKI Jakarta, 28-11-1983",40,Pegawai Negeri,Belum menikah,perempuan,D3,Retired,3,10500000,7,57500000,2,30,4,374,1,5500000,DPK,Tertagih dengan resiko rendah,14375000
4949,21170,11,4,"Sulawesi Tengah, 11-02-1965",58,Buruh,Cerai mati,laki-laki,S2,Retired,2,18000000,7,63333333,25,0,0,582,0,3000000,Lancar,Tertagih dengan resiko rendah,0
4950,28247,5,18,"Bengkulu, 29-03-1997",26,Pengusaha,Cerai hidup,perempuan,D3,Retired,4,10500000,8,57166667,13,4,1,229,0,5000000,DPK,Tertagih dengan resiko rendah,0
4951,77197,10,12,"Sumatera Utara, 28-09-1984",39,Profesional,Cerai mati,laki-laki,S2,Retired,3,18000000,2,54000000,7,131,9,197,2,24000000,Diragukan,Tertagih dengan resiko tinggi,27000000
4952,58180,18,7,"Sulawesi Tengah, 21-12-1988",35,Pengusaha,Menikah,perempuan,SMA,Contract,2,11700000,2,60333333,1,105,5,386,1,9000000,Kurang lancar,Tertagih dengan resiko rendah,15083333
4953,33036,11,16,"Maluku, 15-11-1991",32,Pengusaha,Cerai hidup,laki-laki,D1,Full-time,3,22500000,7,73500000,17,62,4,646,1,4000000,DPK,Tertagih dengan resiko rendah,18375000
4954,53759,3,17,"Riau, 19-07-1978",45,Buruh,Cerai mati,perempuan,S3,Full-time,3,24000000,7,70333333,22,12,1,615,0,5500000,DPK,Tertagih dengan resiko rendah,0
4955,11364,13,15,"Sumatera Utara, 05-03-1963",60,Pengusaha,Menikah,perempuan,D1,Retired,3,10500000,4,58166667,17,23,2,317,1,4500000,DPK,Tertagih dengan resiko rendah,14541667
4956,25595,19,3,"Sulawesi Tengah, 21-03-1986",37,Pengusaha,Cerai hidup,perempuan,S2,Full-time,4,27000000,3,143666667,2,106,6,356,2,7000000,Kurang lancar,Tidak tertagih dengan resiko rendah,71833333
4957,27395,19,8,"Lampung, 20-02-1993",30,Pegawai Negeri,Cerai hidup,perempuan,S1,Retired,2,13000000,4,58166667,5,8,2,390,0,7500000,DPK,Tertagih dengan resiko rendah,0
4958,50205,7,16,"Papua, 21-05-1961",62,Profesional,Cerai hidup,laki-laki,S1,Retired,4,21000000,1,74000000,13,142,9,294,3,6000000,Diragukan,Tertagih dengan resiko tinggi,55500000
4959,93256,11,8,"DKI Jakarta, 11-07-1988",35,Buruh,Belum menikah,laki-laki,SMA,Part-time,1,14700000,8,64500000,10,25,1,307,1,5000000,DPK,Tertagih dengan resiko rendah,16125000
4960,88947,20,8,"Aceh, 17-07-1997",26,Pegawai Negeri,Menikah,perempuan,D1,Contract,0,10500000,8,55166667,16,28,2,322,1,6000000,DPK,Tertagih dengan resiko rendah,13791667
4961,70092,1,9,"Sumatera Utara, 09-12-1995",28,Pengusaha,Cerai mati,laki-laki,D1,Retired,5,18500000,6,35166667,4,99,8,160,1,11000000,Kurang lancar,Tidak tertagih dengan resiko tinggi,8791667
4962,47559,9,5,"Lampung, 18-02-1977",46,Buruh,Belum menikah,laki-laki,SMA,Contract,1,11700000,8,58833333,2,45,4,306,1,9000000,DPK,Tertagih dengan resiko rendah,14708333
4963,89889,12,5,"Sumatera Barat, 17-06-1984",39,Pengusaha,Menikah,perempuan,S1,Retired,4,18000000,9,76333333,9,117,9,153,2,9000000,Kurang lancar,Tertagih dengan resiko tinggi,38166667
4964,92934,9,10,"Kepulauan Bangka Belitung, 21-05-2000",23,Pengusaha,Belum menikah,laki-laki,S1,Full-time,2,21000000,5,39166667,25,80,3,407,1,6500000,DPK,Tertagih dengan resiko rendah,9791667
4965,46214,12,18,"Papua Barat, 27-03-1970",53,Buruh,Cerai mati,perempuan,S1,Full-time,2,21000000,8,63500000,22,47,2,687,1,6500000,DPK,Tertagih dengan resiko rendah,15875000
4966,49631,7,9,"Kalimantan Utara, 28-10-1970",53,Buruh,Cerai mati,laki-laki,SMA,Contract,3,9700000,7,63666667,16,22,3,307,0,5000000,DPK,Tertagih dengan resiko rendah,0
4967,48093,7,13,"Gorontalo, 08-10-1964",59,Pegawai Swasta,Cerai hidup,laki-laki,D1,Contract,2,12500000,1,60833333,12,94,6,474,2,12000000,Kurang lancar,Tertagih dengan resiko tinggi,30416667
4968,9707,12,9,"Kalimantan Tengah, 11-07-1976",47,Buruh,Cerai hidup,laki-laki,D3,Contract,0,26500000,1,140166667,32,52,2,452,2,9500000,DPK,Tidak tertagih dengan resiko rendah,70083333
4969,53516,8,5,"Nusa Tenggara Barat, 21-09-1968",55,Pegawai Swasta,Cerai hidup,perempuan,S1,Full-time,4,19000000,2,57500000,4,124,6,134,2,13000000,Diragukan,Tertagih dengan resiko tinggi,28750000
4970,80738,9,1,"Sumatera Selatan, 14-02-1972",51,Buruh,Cerai hidup,laki-laki,S2,Self-employed,2,29000000,4,142000000,30,88,6,483,1,6000000,DPK,Tidak tertagih dengan resiko rendah,35500000
4971,42711,6,10,"Kalimantan Barat, 04-09-1978",45,Pegawai Swasta,Menikah,laki-laki,SMA,Contract,1,11700000,3,57500000,10,31,3,369,1,6000000,DPK,Tertagih dengan resiko rendah,14375000
4972,48600,8,4,"Papua, 23-08-1985",38,Pegawai Swasta,Cerai mati,laki-laki,SMA,Contract,5,11700000,8,58666667,5,154,8,250,3,5000000,Diragukan,Tertagih dengan resiko tinggi,44000000
4973,45079,16,15,"Papua, 20-04-1979",44,Buruh,Cerai mati,perempuan,D3,Retired,5,14500000,6,63500000,7,45,3,303,2,5000000,DPK,Tertagih dengan resiko tinggi,31750000
4974,47315,1,6,"Sulawesi Tenggara, 01-06-1998",25,Pegawai Negeri,Cerai mati,perempuan,D3,Retired,3,17500000,1,64166667,1,132,8,150,2,8000000,Diragukan,Tertagih dengan resiko tinggi,32083333
4975,4009,7,1,"Jambi, 19-10-1983",40,Pegawai Negeri,Cerai mati,perempuan,D2,Retired,5,10500000,5,54500000,8,205,10,261,3,6000000,Macet,Tertagih dengan resiko tinggi,40875000
4976,86757,14,18,"Jawa Timur, 31-08-1979",44,Pengusaha,Menikah,perempuan,S2,Full-time,4,24000000,5,71666667,5,157,8,149,2,17000000,Diragukan,Tertagih dengan resiko tinggi,35833333
4977,74932,7,9,"Kalimantan Barat, 19-12-1964",59,Buruh,Belum menikah,perempuan,D3,Retired,4,16500000,7,72333333,14,173,8,196,4,9000000,Diragukan,Tertagih dengan resiko tinggi,72333333
4978,52583,1,20,"Papua Barat, 28-11-1989",34,Profesional,Cerai hidup,laki-laki,S1,Retired,3,13000000,2,53333333,17,33,3,381,0,9500000,DPK,Tertagih dengan resiko rendah,0
4979,80942,19,20,"Sulawesi Barat, 17-06-1983",40,Pegawai Negeri,Cerai hidup,perempuan,S1,Retired,4,21000000,8,59500000,12,105,11,170,1,8500000,Kurang lancar,Tertagih dengan resiko tinggi,14875000
4980,94546,7,17,"Sulawesi Tengah, 18-07-1999",24,Pegawai Swasta,Cerai hidup,perempuan,SMP,Internship,1,200000,3,20333333,1,87,6,24,1,17000000,DPK,Tidak tertagih dengan resiko tinggi,5083333
4981,35655,11,3,"Kalimantan Utara, 30-01-1967",56,Pegawai Negeri,Cerai hidup,perempuan,S2,Retired,4,13000000,1,58666667,13,0,0,355,0,14500000,Lancar,Tertagih dengan resiko rendah,0
4982,51648,18,13,"Sulawesi Selatan, 29-02-1992",31,Profesional,Cerai hidup,laki-laki,SMA,Contract,6,13700000,7,62833333,9,107,6,233,2,4500000,Kurang lancar,Tertagih dengan resiko tinggi,31416667
4983,60569,4,10,"Sulawesi Tengah, 19-03-1986",37,Pengusaha,Cerai mati,laki-laki,S1,Full-time,2,21000000,4,66000000,1,155,9,256,1,13000000,Diragukan,Tertagih dengan resiko tinggi,16500000
4984,61972,4,14,"Kepulauan Riau, 16-03-1990",33,Pegawai Swasta,Belum menikah,perempuan,S2,Retired,4,18000000,7,62500000,2,39,5,296,0,7000000,DPK,Tertagih dengan resiko rendah,0
