,debtor_gender,age,debtor_education_level,debtor_martial_status,employment_type,number_of_dependents,net_income,payment_date,loan_amount,avg_amounts_previous_bills,avg_previous_payment,amount_of_late,late_payment_amount,credit_risk,credit_score,arrears_amounts,aset,loss_reverse,aging
4574,Pria,34,D3,Sudah menikah,Full-time,5,17500000.0,2023-09-14,16458333.333333334,8500000,5550000,93,8,Tidak tertagih,136,1,7500000,16458333.333333334,Kurang lancar
4575,Pria,67,D2,Sudah menikah,Retired,3,10500000.0,2023-04-17,14625000.0,12000000,6000000,96,10,Tidak tertagih,216,1,4000000,14625000.0,Kurang lancar
4576,Pria,62,D1,Sudah menikah,Retired,3,10500000.0,2023-08-25,14541666.666666666,16500000,9050000,24,1,Tidak tertagih,220,1,8000000,14541666.666666666,DPK
4577,Pria,44,S1,Sudah menikah,Full-time,3,24000000.0,2023-06-09,15875000.0,28500000,25050000,8,1,Tertagih,512,0,8500000,0.0,DPK
4578,Wanita,53,D1,Sudah menikah,Retired,3,10500000.0,2023-08-20,15375000.0,4500000,2550000,113,8,Tidak tertagih,294,1,9000000,15375000.0,Kurang lancar
4579,Wanita,72,S1,Sudah menikah,Retired,4,21000000.0,2023-05-30,16500000.0,14000000,10600000,127,7,Tidak tertagih,108,3,6000000,49500000.0,Diragukan
4580,Wanita,76,S1,Sudah menikah,Retired,3,15000000.0,2023-08-01,17833333.333333332,16500000,10050000,31,2,Tertagih,489,1,18500000,17833333.333333332,DPK
4581,Pria,36,D2,Sudah menikah,Full-time,3,17500000.0,2023-08-01,18166666.666666668,8000000,7000000,140,7,Tidak tertagih,158,2,6000000,36333333.333333336,Diragukan
4582,Wanita,80,D2,Sudah menikah,Retired,3,18500000.0,2023-07-01,13750000.0,23500000,12050000,74,7,Tidak tertagih,115,2,7500000,27500000.0,DPK
4583,Pria,48,D1,Sudah menikah,Full-time,3,17500000.0,2023-09-04,12000000.0,22500000,13250000,25,1,Tertagih,466,1,17500000,12000000.0,DPK
4584,Wanita,72,S2,Sudah menikah,Retired,4,18000000.0,2023-08-22,21250000.0,17500000,10750000,125,8,Tidak tertagih,245,4,8000000,85000000.0,Diragukan
4585,Wanita,51,D2,Sudah menikah,Retired,4,15500000.0,2023-01-13,15125000.0,25000000,22200000,82,7,Tidak tertagih,165,2,13500000,30250000.0,DPK
4586,Pria,26,SMA,Sudah menikah,Contract,5,6700000.0,2023-02-12,14583333.333333334,12500000,6950000,45,3,Tertagih,330,1,19000000,14583333.333333334,DPK
4587,Pria,25,D3,Belum menikah,Contract,0,10500000.0,2023-02-16,16541666.666666666,4500000,3950000,24,3,Tidak tertagih,398,1,17500000,16541666.666666666,DPK
4588,Wanita,74,D2,Sudah menikah,Retired,5,10500000.0,2023-05-30,14583333.333333334,6500000,4450000,24,3,Tidak tertagih,335,0,7500000,0.0,DPK
4589,Pria,43,S2,Sudah menikah,Self-employed,4,27000000.0,2023-09-03,34666666.666666664,32000000,20100000,94,9,Tidak tertagih,246,2,5500000,69333333.33333333,Kurang lancar
4590,Pria,67,S1,Sudah menikah,Retired,3,13000000.0,2023-09-12,15125000.0,15500000,10350000,11,1,Tertagih,354,0,13500000,0.0,DPK
4591,Wanita,56,S1,Sudah menikah,Retired,4,18000000.0,2023-03-22,16083333.333333334,4000000,2800000,58,5,Tidak tertagih,119,1,8000000,16083333.333333334,DPK
4592,Wanita,53,S1,Sudah menikah,Retired,3,13000000.0,2023-09-22,16250000.0,15500000,8450000,66,4,Tertagih,350,1,8500000,16250000.0,DPK
4593,Pria,26,D1,Sudah menikah,Contract,4,6500000.0,2023-02-15,15750000.0,15500000,9250000,57,4,Tidak tertagih,391,1,14500000,15750000.0,DPK
4594,Wanita,76,S1,Sudah menikah,Retired,3,18000000.0,2023-07-28,20416666.666666668,20000000,18700000,117,9,Tidak tertagih,129,1,4000000,20416666.666666668,Kurang lancar
4595,Pria,23,S1,Belum menikah,Full-time,1,20000000.0,2023-05-19,16958333.333333332,10500000,8650000,102,6,Tidak tertagih,261,1,8000000,16958333.333333332,Kurang lancar
4596,Pria,56,D2,Sudah menikah,Retired,3,10500000.0,2023-05-02,15125000.0,18500000,18150000,8,2,Tertagih,334,0,4500000,0.0,DPK
4597,Pria,50,D3,Sudah menikah,Retired,3,17500000.0,2023-03-15,17250000.0,9000000,5900000,90,7,Tidak tertagih,105,1,9000000,17250000.0,DPK
4598,Wanita,59,S1,Sudah menikah,Retired,2,13000000.0,2023-01-20,13125000.0,10000000,8100000,52,2,Tidak tertagih,484,1,4500000,13125000.0,DPK
4599,Pria,39,S1,Sudah menikah,Full-time,3,19000000.0,2023-03-23,16750000.0,11500000,7050000,8,2,Tertagih,659,0,7000000,0.0,DPK
4600,Pria,40,S1,Sudah menikah,Full-time,4,24000000.0,2023-02-13,15791666.666666666,19500000,10950000,60,5,Tidak tertagih,148,1,5000000,15791666.666666666,DPK
4601,Wanita,78,D3,Sudah menikah,Retired,4,15500000.0,2023-01-12,12125000.0,10000000,5800000,150,7,Tidak tertagih,119,4,11500000,48500000.0,Diragukan
4602,Pria,66,D3,Sudah menikah,Retired,3,10500000.0,2023-07-05,14500000.0,4000000,3400000,55,4,Tertagih,299,1,4000000,14500000.0,DPK
4603,Pria,69,S3,Sudah menikah,Retired,2,13000000.0,2023-01-28,15791666.666666666,13000000,8100000,72,3,Tidak tertagih,479,2,4500000,31583333.33333333,DPK
4604,Pria,34,S2,Sudah menikah,Self-employed,2,29000000.0,2023-03-04,34708333.333333336,38500000,24050000,63,4,Tertagih,651,1,17000000,34708333.333333336,DPK
4605,Pria,34,D1,Sudah menikah,Contract,3,22500000.0,2023-04-25,14958333.333333334,11500000,11050000,98,8,Tidak tertagih,195,1,8500000,14958333.333333334,Kurang lancar
4606,Pria,23,D1,Belum menikah,Contract,0,8500000.0,2023-05-26,14083333.333333334,7000000,6100000,34,2,Tidak tertagih,317,1,6000000,14083333.333333334,DPK
4607,Wanita,72,S1,Sudah menikah,Retired,2,18000000.0,2023-03-21,12416666.666666666,14000000,12500000,160,9,Tidak tertagih,272,2,14000000,24833333.33333333,Diragukan
4608,Pria,38,S2,Sudah menikah,Contract,2,21000000.0,2023-05-26,15250000.0,16500000,13950000,36,2,Tertagih,629,1,7000000,15250000.0,DPK
4609,Pria,39,D3,Sudah menikah,Full-time,4,17500000.0,2023-05-30,18625000.0,16000000,12100000,79,6,Tidak tertagih,283,1,9000000,18625000.0,DPK
4610,Pria,25,SMA,Belum menikah,Contract,1,5700000.0,2023-09-12,15500000.0,5500000,3850000,0,0,Tidak tertagih,319,0,7500000,0.0,Lancar
4611,Pria,21,SMA,Belum menikah,Contract,1,12700000.0,2023-04-17,13875000.0,14000000,7000000,59,3,Tertagih,200,1,4000000,13875000.0,DPK
4612,Pria,47,D3,Sudah menikah,Full-time,5,22500000.0,2023-01-08,15250000.0,7000000,3800000,23,2,Tertagih,456,1,9000000,15250000.0,DPK
4613,Pria,48,S1,Sudah menikah,Full-time,2,21000000.0,2023-05-04,15333333.333333334,27000000,20600000,42,3,Tertagih,491,1,6500000,15333333.333333334,DPK
4614,Pria,76,S1,Sudah menikah,Retired,3,13000000.0,2023-06-25,15333333.333333334,10000000,9100000,57,2,Tertagih,362,2,7500000,30666666.666666668,DPK
4615,Pria,45,S1,Sudah menikah,Full-time,2,26000000.0,2023-08-16,35791666.666666664,34000000,28400000,70,5,Tertagih,444,1,5500000,35791666.666666664,DPK
4616,Pria,74,D3,Sudah menikah,Retired,3,10500000.0,2023-02-01,13291666.666666666,19500000,13350000,17,1,Tertagih,234,1,13000000,13291666.666666666,DPK
4617,Pria,24,SMA,Sudah menikah,Contract,6,12700000.0,2023-06-23,14250000.0,19000000,12400000,95,6,Tertagih,391,1,9500000,14250000.0,Kurang lancar
4618,Pria,80,S1,Sudah menikah,Retired,4,13000000.0,2023-06-18,15916666.666666666,5000000,2900000,40,3,Tertagih,480,1,8000000,15916666.666666666,DPK
4619,Pria,23,SMP,Sudah menikah,Not-employed,1,200000.0,2023-01-20,3833333.3333333335,26000000,23100000,81,7,Tidak tertagih,60,1,9000000,3833333.3333333335,DPK
4620,Pria,66,S1,Sudah menikah,Retired,4,13000000.0,2023-05-14,14791666.666666666,19500000,13650000,44,3,Tertagih,329,1,3000000,14791666.666666666,DPK
4621,Wanita,69,D2,Sudah menikah,Retired,3,15500000.0,2023-08-29,15625000.0,16500000,15350000,113,9,Tidak tertagih,247,1,7000000,15625000.0,Kurang lancar
4622,Wanita,54,D1,Sudah menikah,Retired,3,15500000.0,2023-07-11,17166666.666666668,28000000,14200000,94,7,Tidak tertagih,125,1,5000000,17166666.666666668,Kurang lancar
4623,Pria,54,D3,Sudah menikah,Retired,4,10500000.0,2023-08-14,13875000.0,15000000,11400000,37,2,Tertagih,388,1,6500000,13875000.0,DPK
4624,Wanita,28,SD,Sudah menikah,Not-employed,7,200000.0,2023-05-07,5791666.666666667,22500000,21550000,118,8,Tidak tertagih,66,3,14000000,17375000.0,Kurang lancar
4625,Pria,49,S3,Sudah menikah,Contract,2,26000000.0,2023-04-17,34166666.666666664,31500000,17050000,38,3,Tertagih,214,1,7500000,34166666.666666664,DPK
4626,Pria,45,S2,Sudah menikah,Full-time,3,19000000.0,2023-07-20,17500000.0,14000000,11000000,168,11,Tidak tertagih,163,4,12500000,70000000.0,Diragukan
4627,Wanita,73,D1,Sudah menikah,Retired,5,15500000.0,2023-08-09,14541666.666666666,26000000,14500000,54,4,Tidak tertagih,164,1,4000000,14541666.666666666,DPK
4628,Pria,31,D3,Belum menikah,Full-time,0,26500000.0,2023-07-03,33583333.333333336,30500000,26950000,102,7,Tidak tertagih,281,1,5000000,33583333.333333336,Kurang lancar
4629,Wanita,61,D1,Sudah menikah,Retired,5,15500000.0,2023-04-16,17166666.666666668,25000000,21500000,176,11,Tidak tertagih,243,2,18500000,34333333.333333336,Diragukan
4630,Wanita,60,S3,Sudah menikah,Retired,2,15000000.0,2023-07-25,16541666.666666666,4000000,2900000,87,7,Tidak tertagih,146,1,7000000,16541666.666666666,DPK
4631,Wanita,23,SMA,Sudah menikah,Not-employed,1,4700000.0,2023-01-06,3625000.0,37500000,24850000,73,6,Tidak tertagih,26,1,6000000,3625000.0,DPK
4632,Wanita,79,S1,Sudah menikah,Retired,4,18000000.0,2023-01-21,14375000.0,18000000,12200000,94,6,Tidak tertagih,242,1,4000000,14375000.0,Kurang lancar
4633,Pria,36,D2,Sudah menikah,Full-time,3,22500000.0,2023-04-21,15375000.0,7000000,4700000,74,6,Tidak tertagih,185,2,16000000,30750000.0,DPK
4634,Wanita,77,S3,Sudah menikah,Retired,2,13000000.0,2023-06-09,14833333.333333334,15000000,12700000,27,2,Tidak tertagih,353,1,13000000,14833333.333333334,DPK
4635,Wanita,22,SMP,Belum menikah,Not-employed,1,4040000.0,2023-04-18,4708333.333333333,1500000,750000,115,8,Tidak tertagih,59,1,4500000,4708333.333333333,Kurang lancar
4636,Pria,38,S2,Sudah menikah,Self-employed,4,27000000.0,2023-03-25,35166666.666666664,35500000,20050000,140,9,Tidak tertagih,473,3,6500000,105500000.0,Diragukan
4637,Pria,23,D1,Sudah menikah,Contract,0,7500000.0,2023-04-29,14458333.333333334,6500000,4650000,58,3,Tidak tertagih,440,1,9500000,14458333.333333334,DPK
4638,Pria,19,SMA,Belum menikah,Internship,1,4700000.0,2023-04-20,5916666.666666667,7500000,6650000,110,6,Tidak tertagih,0,4,10000000,23666666.666666668,Kurang lancar
4639,Wanita,42,D2,Sudah menikah,Full-time,4,22500000.0,2023-08-08,16375000.0,29000000,18300000,91,5,Tidak tertagih,236,3,6000000,49125000.0,Kurang lancar
4640,Pria,30,D1,Belum menikah,Self-employed,0,25500000.0,2023-08-04,36041666.66666666,30000000,15300000,45,2,Tertagih,506,2,19500000,72083333.33333333,DPK
4641,Pria,42,D2,Sudah menikah,Full-time,3,27500000.0,2023-05-25,34250000.0,32000000,20200000,17,2,Tertagih,508,0,9500000,0.0,DPK
4642,Wanita,57,D2,Sudah menikah,Retired,3,15500000.0,2023-04-04,16750000.0,4500000,2550000,0,0,Tertagih,435,0,7000000,0.0,Lancar
4643,Pria,34,S1,Sudah menikah,Full-time,4,24000000.0,2023-03-18,14541666.666666666,25000000,22000000,52,2,Tertagih,311,1,9500000,14541666.666666666,DPK
4644,Pria,70,S2,Sudah menikah,Retired,4,13000000.0,2023-08-05,14541666.666666666,16000000,9800000,16,1,Tertagih,324,1,9500000,14541666.666666666,DPK
4645,Wanita,75,D3,Sudah menikah,Retired,3,10500000.0,2023-08-20,12458333.333333334,8000000,4300000,0,0,Tidak tertagih,221,0,5500000,0.0,Lancar
4646,Pria,32,D3,Sudah menikah,Full-time,4,27500000.0,2023-06-12,35375000.0,30500000,28450000,109,6,Tidak tertagih,323,2,6000000,70750000.0,Kurang lancar
4647,Pria,45,D1,Sudah menikah,Full-time,3,17500000.0,2023-03-10,15291666.666666666,17500000,12550000,45,3,Tertagih,677,1,4500000,15291666.666666666,DPK
4648,Pria,39,D3,Sudah menikah,Full-time,5,17500000.0,2023-06-16,14041666.666666666,5500000,5350000,105,6,Tidak tertagih,245,2,8500000,28083333.33333333,Kurang lancar
4649,Pria,54,S2,Sudah menikah,Retired,4,13000000.0,2023-06-05,14166666.666666666,13500000,13150000,19,1,Tidak tertagih,414,1,29000000,14166666.666666666,DPK
4650,Pria,35,S2,Sudah menikah,Full-time,3,21000000.0,2023-09-14,16708333.333333334,2500000,1350000,67,6,Tidak tertagih,275,1,4500000,16708333.333333334,DPK
4651,Pria,48,D3,Sudah menikah,Full-time,4,17500000.0,2023-01-17,15666666.666666666,28000000,16000000,87,6,Tidak tertagih,109,2,3000000,31333333.33333333,DPK
4652,Wanita,56,D3,Sudah menikah,Retired,3,15500000.0,2023-02-25,11833333.333333334,24000000,18700000,54,4,Tertagih,629,1,7500000,11833333.333333334,DPK
4653,Pria,36,D2,Sudah menikah,Full-time,4,17500000.0,2023-03-12,11916666.666666666,19500000,9950000,13,2,Tertagih,562,0,4500000,0.0,DPK
4654,Wanita,69,D1,Sudah menikah,Retired,3,16500000.0,2023-07-13,13500000.0,27000000,22000000,0,0,Tertagih,468,0,12500000,0.0,Lancar
4655,Wanita,68,S2,Sudah menikah,Retired,3,13000000.0,2023-01-27,15375000.0,7000000,6300000,102,6,Tidak tertagih,457,1,3000000,15375000.0,Kurang lancar
4656,Pria,44,D2,Sudah menikah,Full-time,4,17500000.0,2023-04-01,12833333.333333334,11500000,7850000,60,4,Tertagih,597,2,34000000,25666666.666666668,DPK
4657,Pria,23,SMA,Sudah menikah,Contract,1,12700000.0,2023-04-13,13250000.0,18500000,18150000,61,3,Tidak tertagih,226,1,6500000,13250000.0,DPK
4658,Pria,35,D2,Sudah menikah,Full-time,4,22500000.0,2023-02-24,16083333.333333334,4500000,2550000,89,7,Tidak tertagih,211,2,5500000,32166666.666666668,DPK
4659,Pria,72,D1,Sudah menikah,Retired,5,10500000.0,2023-05-08,15541666.666666666,9000000,5400000,0,0,Tertagih,201,0,6000000,0.0,Lancar
4660,Pria,40,D3,Sudah menikah,Full-time,3,17500000.0,2023-06-05,13125000.0,8000000,6800000,78,6,Tertagih,636,1,22000000,13125000.0,DPK
4661,Pria,19,SMA,Belum menikah,Contract,1,13700000.0,2023-05-01,14958333.333333334,10000000,5500000,31,2,Tertagih,462,1,6500000,14958333.333333334,DPK
4662,Wanita,53,S2,Sudah menikah,Retired,3,13000000.0,2023-07-21,14083333.333333334,12500000,11450000,44,3,Tidak tertagih,457,1,7000000,14083333.333333334,DPK
4663,Pria,30,SMA,Sudah menikah,Not-employed,6,4700000.0,2023-09-04,4208333.333333333,4500000,3150000,197,11,Tidak tertagih,45,3,21000000,12625000.0,Macet
4664,Pria,31,SMP,Sudah menikah,Internship,6,2600000.0,2023-06-12,5333333.333333333,26000000,15600000,69,8,Tidak tertagih,15,1,5500000,5333333.333333333,DPK
4665,Pria,39,S2,Sudah menikah,Full-time,4,19000000.0,2023-01-03,17875000.0,5000000,3300000,102,8,Tidak tertagih,216,3,11000000,53625000.0,Kurang lancar
4666,Pria,45,S1,Sudah menikah,Contract,4,27000000.0,2023-05-13,34875000.0,37000000,24800000,114,7,Tidak tertagih,335,2,16500000,69750000.0,Kurang lancar
4667,Wanita,53,D3,Sudah menikah,Retired,3,20500000.0,2023-03-03,13875000.0,24500000,15350000,18,1,Tertagih,681,1,12000000,13875000.0,DPK
4668,Wanita,62,S2,Sudah menikah,Retired,3,13000000.0,2023-03-22,15708333.333333334,6500000,5850000,20,2,Tertagih,378,0,5500000,0.0,DPK
4669,Wanita,22,SD,Belum menikah,Internship,2,200000.0,2023-05-14,4708333.333333333,16500000,15750000,135,8,Tidak tertagih,41,1,4500000,4708333.333333333,Diragukan
4670,Pria,26,SMA,Belum menikah,Contract,1,12700000.0,2023-05-15,15375000.0,4000000,3800000,57,5,Tidak tertagih,367,1,9000000,15375000.0,DPK
4671,Wanita,79,S1,Sudah menikah,Retired,3,13000000.0,2023-05-21,12666666.666666666,17500000,16550000,76,5,Tidak tertagih,441,1,9500000,12666666.666666666,DPK
4672,Pria,24,D1,Belum menikah,Part-time,0,10500000.0,2023-08-06,14416666.666666666,10000000,5700000,75,3,Tertagih,401,1,7000000,14416666.666666666,DPK
4673,Pria,21,SMA,Belum menikah,Part-time,1,11700000.0,2023-04-09,15000000.0,18500000,15550000,16,2,Tertagih,323,1,5000000,15000000.0,DPK
4674,Pria,34,D1,Sudah menikah,Full-time,3,22500000.0,2023-05-04,13541666.666666666,15500000,12550000,9,1,Tertagih,557,0,8000000,0.0,DPK
4675,Pria,29,SMA,Belum menikah,Contract,1,7700000.0,2023-03-12,15333333.333333334,17000000,8600000,141,9,Tidak tertagih,274,2,3500000,30666666.666666668,Diragukan
4676,Pria,58,S1,Sudah menikah,Retired,3,13000000.0,2023-06-30,15375000.0,11000000,10500000,44,3,Tertagih,364,1,10500000,15375000.0,DPK
4677,Pria,40,D2,Sudah menikah,Full-time,5,22500000.0,2023-03-06,12666666.666666666,2000000,1700000,55,4,Tertagih,320,1,14000000,12666666.666666666,DPK
4678,Pria,27,SMA,Belum menikah,Contract,1,13700000.0,2023-02-20,13875000.0,16500000,11250000,44,2,Tertagih,366,1,7500000,13875000.0,DPK
4679,Pria,21,SMA,Belum menikah,Part-time,2,4700000.0,2023-03-08,5416666.666666667,17500000,12150000,122,8,Tidak tertagih,47,1,12000000,5416666.666666667,Diragukan
4680,Wanita,51,D3,Sudah menikah,Retired,3,18500000.0,2023-08-21,19291666.666666668,25000000,15200000,0,0,Tertagih,651,0,7000000,0.0,Lancar
4681,Pria,33,D3,Sudah menikah,Full-time,3,17500000.0,2023-04-01,17625000.0,8500000,7950000,83,8,Tidak tertagih,244,2,8500000,35250000.0,DPK
4682,Pria,42,S2,Sudah menikah,Full-time,4,27000000.0,2023-02-03,34208333.333333336,35500000,30550000,137,9,Tidak tertagih,482,1,7500000,34208333.333333336,Diragukan
4683,Pria,37,D2,Sudah menikah,Full-time,5,22500000.0,2023-07-21,13291666.666666666,26000000,20400000,0,0,Tertagih,460,0,7000000,0.0,Lancar
4684,Pria,70,D1,Sudah menikah,Retired,4,10500000.0,2023-02-18,15125000.0,7000000,4300000,50,3,Tertagih,240,1,5500000,15125000.0,DPK
4685,Wanita,74,D1,Sudah menikah,Retired,5,10500000.0,2023-06-22,15416666.666666666,16000000,9800000,9,1,Tertagih,273,0,13000000,0.0,DPK
4686,Wanita,52,S2,Sudah menikah,Retired,3,18000000.0,2023-06-15,10208333.333333334,24500000,16650000,56,4,Tertagih,560,1,7500000,10208333.333333334,DPK
4687,Pria,29,SMA,Sudah menikah,Contract,5,6700000.0,2023-08-27,13958333.333333334,4000000,3600000,50,4,Tidak tertagih,341,1,7500000,13958333.333333334,DPK
4688,Wanita,56,S3,Sudah menikah,Retired,3,18000000.0,2023-02-28,17000000.0,3500000,2850000,64,3,Tertagih,552,2,6500000,34000000.0,DPK
4689,Pria,50,S2,Sudah menikah,Retired,2,21000000.0,2023-06-07,20208333.33333333,10500000,8350000,42,3,Tertagih,531,1,26000000,20208333.33333333,DPK
4690,Wanita,77,S1,Sudah menikah,Retired,3,18000000.0,2023-02-03,14750000.0,4500000,4450000,16,2,Tertagih,491,0,14500000,0.0,DPK
4691,Pria,18,SMA,Belum menikah,Contract,1,5700000.0,2023-09-11,12958333.333333334,10500000,5650000,61,6,Tidak tertagih,271,2,11000000,25916666.666666668,DPK
4692,Wanita,73,S2,Sudah menikah,Retired,2,13000000.0,2023-04-22,14625000.0,8500000,7950000,71,6,Tidak tertagih,393,1,7000000,14625000.0,DPK
4693,Wanita,67,S1,Sudah menikah,Retired,3,18000000.0,2023-07-20,16250000.0,21000000,18600000,147,10,Tidak tertagih,152,2,8000000,32500000.0,Diragukan
4694,Wanita,20,SMA,Belum menikah,Part-time,1,13700000.0,2023-05-02,15416666.666666666,16000000,15100000,97,5,Tertagih,451,3,9000000,46250000.0,Kurang lancar
4695,Pria,26,SMP,Sudah menikah,Internship,6,200000.0,2023-03-13,4791666.666666667,1000000,500000,92,8,Tidak tertagih,0,1,8000000,4791666.666666667,Kurang lancar
4696,Wanita,64,D1,Sudah menikah,Retired,4,15500000.0,2023-04-12,13750000.0,6000000,5200000,118,8,Tidak tertagih,227,2,5000000,27500000.0,Kurang lancar
4697,Pria,38,D1,Sudah menikah,Full-time,3,22500000.0,2023-01-15,16041666.666666666,3500000,2150000,127,8,Tidak tertagih,218,2,9500000,32083333.33333333,Diragukan
4698,Wanita,67,D3,Sudah menikah,Retired,3,18500000.0,2023-05-23,13625000.0,3500000,1850000,52,5,Tidak tertagih,287,1,8000000,13625000.0,DPK
4699,Pria,33,D1,Sudah menikah,Full-time,3,21500000.0,2023-06-14,19583333.33333333,20000000,18300000,37,2,Tertagih,415,1,16500000,19583333.33333333,DPK
4700,Pria,50,D1,Sudah menikah,Retired,3,17500000.0,2023-08-28,14583333.333333334,13500000,9650000,39,2,Tertagih,659,1,6500000,14583333.333333334,DPK
4701,Wanita,75,S1,Sudah menikah,Retired,3,18000000.0,2023-08-09,15916666.666666666,29000000,21900000,171,7,Tidak tertagih,109,2,8500000,31833333.33333333,Diragukan
4702,Pria,20,SMA,Belum menikah,Contract,2,13700000.0,2023-04-04,15125000.0,13500000,8650000,26,3,Tertagih,420,0,11000000,0.0,DPK
4703,Wanita,80,D3,Sudah menikah,Retired,4,15500000.0,2023-03-15,16958333.333333332,9000000,4800000,79,7,Tidak tertagih,100,2,8000000,33916666.666666664,DPK
4704,Wanita,19,SD,Belum menikah,Not-employed,1,2600000.0,2023-09-08,6958333.333333333,3000000,1800000,172,9,Tidak tertagih,96,2,36000000,13916666.666666666,Diragukan
4705,Pria,67,S2,Sudah menikah,Retired,2,13000000.0,2023-02-21,13625000.0,10500000,6050000,61,3,Tidak tertagih,323,2,12000000,27250000.0,DPK
4706,Pria,18,SMA,Belum menikah,Contract,2,12700000.0,2023-08-01,15625000.0,11000000,7500000,69,3,Tidak tertagih,204,1,6000000,15625000.0,DPK
4707,Pria,26,D1,Belum menikah,Contract,0,8500000.0,2023-07-31,14708333.333333334,7500000,5150000,27,2,Tertagih,290,1,9000000,14708333.333333334,DPK
4708,Pria,44,D1,Sudah menikah,Full-time,4,17500000.0,2023-01-06,20541666.666666668,23500000,23450000,147,8,Tidak tertagih,122,1,14500000,20541666.666666668,Diragukan
4709,Wanita,64,D3,Sudah menikah,Retired,4,18500000.0,2023-08-20,15583333.333333334,16000000,12100000,167,11,Tidak tertagih,191,1,4000000,15583333.333333334,Diragukan
4710,Wanita,73,S1,Sudah menikah,Retired,4,13000000.0,2023-02-17,15083333.333333334,5000000,3100000,60,6,Tidak tertagih,394,1,9000000,15083333.333333334,DPK
4711,Pria,47,S3,Sudah menikah,Full-time,4,19000000.0,2023-03-27,13916666.666666666,3500000,2250000,65,5,Tidak tertagih,259,1,11000000,13916666.666666666,DPK
4712,Wanita,73,S2,Sudah menikah,Retired,2,13000000.0,2023-01-23,16208333.333333334,18000000,15000000,117,8,Tidak tertagih,414,2,7000000,32416666.666666668,Kurang lancar
4713,Pria,47,D1,Sudah menikah,Full-time,4,17500000.0,2023-04-14,17333333.333333332,16500000,13550000,61,6,Tidak tertagih,279,1,8000000,17333333.333333332,DPK
4714,Pria,40,D3,Sudah menikah,Full-time,3,25500000.0,2023-07-27,34333333.333333336,39500000,37850000,53,3,Tertagih,431,2,17000000,68666666.66666667,DPK
4715,Pria,48,D2,Sudah menikah,Self-employed,5,25500000.0,2023-08-03,35500000.0,30000000,15600000,154,8,Tidak tertagih,174,2,7000000,71000000.0,Diragukan
